date,time,wind,temp_air,temp_dewpoint,precip_1hr,precip_3hr,month,datetime
10-30-2023,22:53:00,N 9,58,40,NA,NA,10,2023-10-30T22:53:00Z
10-30-2023,21:53:00,N 6,59,42,NA,NA,10,2023-10-30T21:53:00Z
10-30-2023,20:53:00,N 7,59,45,NA,NA,10,2023-10-30T20:53:00Z
10-30-2023,19:53:00,NW 9,63,46,NA,NA,10,2023-10-30T19:53:00Z
10-30-2023,18:53:00,NW 8,68,50,NA,NA,10,2023-10-30T18:53:00Z
10-30-2023,17:53:00,NW 9 G 25,71,50,NA,NA,10,2023-10-30T17:53:00Z
10-30-2023,16:53:00,NW 10 G 20,77,54,NA,NA,10,2023-10-30T16:53:00Z
10-30-2023,15:53:00,Vrbl 6,82,55,NA,NA,10,2023-10-30T15:53:00Z
10-30-2023,14:53:00,W 8 G 23,85,55,NA,NA,10,2023-10-30T14:53:00Z
10-30-2023,13:53:00,Vrbl 6,84,55,NA,NA,10,2023-10-30T13:53:00Z
10-30-2023,12:53:00,SW 10 G 17,85,55,NA,NA,10,2023-10-30T12:53:00Z
10-30-2023,11:53:00,W 9 G 25,84,56,NA,NA,10,2023-10-30T11:53:00Z
10-30-2023,10:53:00,Vrbl 6,81,56,NA,NA,10,2023-10-30T10:53:00Z
10-30-2023,09:53:00,Calm,71,62,NA,NA,10,2023-10-30T09:53:00Z
10-30-2023,08:53:00,S 5,65,62,NA,NA,10,2023-10-30T08:53:00Z
10-30-2023,07:53:00,SW 3,62,59,NA,NA,10,2023-10-30T07:53:00Z
10-30-2023,06:53:00,Calm,61,58,NA,NA,10,2023-10-30T06:53:00Z
10-30-2023,05:53:00,Calm,65,61,NA,NA,10,2023-10-30T05:53:00Z
10-30-2023,04:53:00,Calm,64,60,NA,NA,10,2023-10-30T04:53:00Z
10-30-2023,03:53:00,Calm,65,61,NA,NA,10,2023-10-30T03:53:00Z
10-30-2023,02:53:00,Calm,67,62,NA,NA,10,2023-10-30T02:53:00Z
10-30-2023,01:53:00,Calm,68,62,NA,NA,10,2023-10-30T01:53:00Z
10-30-2023,00:53:00,Calm,70,62,NA,NA,10,2023-10-30T00:53:00Z
10-29-2023,23:53:00,N 3,71,63,NA,NA,10,2023-10-29T23:53:00Z
10-29-2023,22:53:00,N 5,74,63,NA,NA,10,2023-10-29T22:53:00Z
10-29-2023,21:53:00,NE 6,76,63,NA,NA,10,2023-10-29T21:53:00Z
10-29-2023,20:53:00,NE 10,77,63,NA,NA,10,2023-10-29T20:53:00Z
10-29-2023,19:53:00,NE 7,79,63,NA,NA,10,2023-10-29T19:53:00Z
10-29-2023,18:53:00,Calm,79,62,NA,NA,10,2023-10-29T18:53:00Z
10-29-2023,17:53:00,Calm,82,61,NA,NA,10,2023-10-29T17:53:00Z
10-29-2023,16:53:00,S 6,84,60,NA,NA,10,2023-10-29T16:53:00Z
10-29-2023,15:53:00,Vrbl 3,86,60,NA,NA,10,2023-10-29T15:53:00Z
10-29-2023,14:53:00,SW 6,83,62,NA,NA,10,2023-10-29T14:53:00Z
10-29-2023,13:53:00,SW 6,81,63,NA,NA,10,2023-10-29T13:53:00Z
10-29-2023,12:53:00,Calm,81,59,NA,NA,10,2023-10-29T12:53:00Z
10-29-2023,11:53:00,Calm,73,63,NA,NA,10,2023-10-29T11:53:00Z
11-1-2023,18:53:00,NW 10,41,19,NA,NA,11,2023-11-01T18:53:00Z
11-1-2023,17:53:00,NW 9 G 21,44,19,NA,NA,11,2023-11-01T17:53:00Z
11-1-2023,16:53:00,NW 8 G 21,48,18,NA,NA,11,2023-11-01T16:53:00Z
11-1-2023,15:53:00,NW 14 G 22,50,18,NA,NA,11,2023-11-01T15:53:00Z
11-1-2023,14:53:00,N 12 G 21,50,18,NA,NA,11,2023-11-01T14:53:00Z
11-1-2023,13:53:00,N 10 G 22,50,18,NA,NA,11,2023-11-01T13:53:00Z
11-1-2023,12:53:00,NW 12 G 20,49,17,NA,NA,11,2023-11-01T12:53:00Z
11-1-2023,11:53:00,Vrbl 6,47,17,NA,NA,11,2023-11-01T11:53:00Z
11-2-2023,05:53:00,W 3,30,20,NA,NA,11,2023-11-02T05:53:00Z
11-2-2023,04:53:00,Calm,30,20,NA,NA,11,2023-11-02T04:53:00Z
11-2-2023,03:53:00,Calm,31,19,NA,NA,11,2023-11-02T03:53:00Z
11-2-2023,02:53:00,W 5,32,19,NA,NA,11,2023-11-02T02:53:00Z
11-2-2023,01:53:00,W 3,33,19,NA,NA,11,2023-11-02T01:53:00Z
11-2-2023,00:53:00,W 5,35,19,NA,NA,11,2023-11-02T00:53:00Z
11-1-2023,23:53:00,S 6,33,19,NA,NA,11,2023-11-01T23:53:00Z
11-1-2023,22:53:00,Calm,37,18,NA,NA,11,2023-11-01T22:53:00Z
11-1-2023,21:53:00,Calm,40,17,NA,NA,11,2023-11-01T21:53:00Z
11-1-2023,20:53:00,W 6,40,17,NA,NA,11,2023-11-01T20:53:00Z
11-1-2023,19:53:00,NW 6,41,17,NA,NA,11,2023-11-01T19:53:00Z
